model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1,split,preprocessing
SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 0.05}",0.8545170799375759,0.9905229835784477,0.8552631578947368,0.9897134459955915,0.8591549295774648,0.98,0.8356164383561644,0.9966101694915255,0.8472222222222222,0.9882352941176471,0.9,Fingerprints
SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 0.05}",0.8545170799375759,0.9911714920090572,0.8552631578947368,0.9904481998530492,0.8591549295774648,0.9816360601001669,0.8356164383561644,0.9966101694915255,0.8472222222222222,0.9890664423885619,0.9,Fingerprints
LogisticRegression,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.8545170799375759,0.9158719690474619,0.8552631578947368,0.9155033063923586,0.8591549295774648,0.8899835796387521,0.8356164383561644,0.9186440677966101,0.8472222222222222,0.9040867389491243,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.8545170799375759,0.9618490184440194,0.8552631578947368,0.9610580455547392,0.8591549295774648,0.943801652892562,0.8356164383561644,0.9677966101694915,0.8472222222222222,0.9556485355648535,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.8545170799375759,0.9618490184440194,0.8552631578947368,0.9610580455547392,0.8591549295774648,0.943801652892562,0.8356164383561644,0.9677966101694915,0.8472222222222222,0.9556485355648535,0.9,Fingerprints
SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 0.05}",0.8545170799375759,0.9911714920090572,0.8552631578947368,0.9904481998530492,0.8591549295774648,0.9816360601001669,0.8356164383561644,0.9966101694915255,0.8472222222222222,0.9890664423885619,0.9,Fingerprints
SVC,"{'C': 0.1, 'kernel': 'linear', 'gamma': 'scale'}",0.8539968787931334,0.8509408868077998,0.8552631578947368,0.8493754592211609,0.8695652173913043,0.8041074249605056,0.821917808219178,0.8627118644067797,0.8450704225352113,0.8323793949304988,0.9,DescFing
SVC,"{'C': 0.1, 'kernel': 'linear', 'gamma': 0.1}",0.8539968787931334,0.8509408868077998,0.8552631578947368,0.8493754592211609,0.8695652173913043,0.8041074249605056,0.821917808219178,0.8627118644067797,0.8450704225352113,0.8323793949304988,0.9,DescFing
SVC,"{'C': 0.1, 'kernel': 'linear', 'gamma': 0.05}",0.8539968787931334,0.8509408868077998,0.8552631578947368,0.8493754592211609,0.8695652173913043,0.8041074249605056,0.821917808219178,0.8627118644067797,0.8450704225352113,0.8323793949304988,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.8507889717357379,0.8757523796961902,0.8486842105263158,0.8655400440852314,0.8048780487804879,0.7838214783821479,0.9041095890410958,0.9525423728813559,0.8516129032258065,0.8599846977811784,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.8502687705912952,0.8845369210138715,0.8486842105263158,0.8772961058045555,0.8125,0.8087591240875912,0.8904109589041096,0.9389830508474576,0.8496732026143791,0.8690196078431373,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.8481879660135252,0.9088856646661829,0.8486842105263158,0.9066862601028656,0.8472222222222222,0.8680445151033387,0.8356164383561644,0.9254237288135593,0.8413793103448277,0.8958162428219852,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.8481879660135252,0.9088856646661829,0.8486842105263158,0.9066862601028656,0.8472222222222222,0.8680445151033387,0.8356164383561644,0.9254237288135593,0.8413793103448277,0.8958162428219852,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.8476677648690827,0.9556662050165974,0.8486842105263158,0.9551800146950772,0.8571428571428571,0.9386401326699834,0.821917808219178,0.9593220338983051,0.8391608391608392,0.9488683989941323,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.8471475637246403,0.9597045439556816,0.8486842105263158,0.9588537839823659,0.8676470588235294,0.9405940594059405,0.8082191780821918,0.9661016949152542,0.8368794326241135,0.9531772575250834,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.8471475637246403,0.9631460353052386,0.8486842105263158,0.9625275532696547,0.8676470588235294,0.9469320066334992,0.8082191780821918,0.9677966101694915,0.8368794326241135,0.9572506286672255,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.8471475637246403,0.9631460353052386,0.8486842105263158,0.9625275532696547,0.8676470588235294,0.9469320066334992,0.8082191780821918,0.9677966101694915,0.8368794326241135,0.9572506286672255,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.8466273625801977,0.8315526830662359,0.8486842105263158,0.8339456282145481,0.8787878787878788,0.8053691275167785,0.7945205479452054,0.8135593220338984,0.8345323741007193,0.8094435075885328,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'adam'}",0.8439396566672447,0.8918540746114446,0.8421052631578947,0.8795003673769287,0.8024691358024691,0.7894021739130435,0.8904109589041096,0.9847457627118644,0.8441558441558442,0.8763197586726998,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.8418588520894745,0.9642441029699489,0.8421052631578947,0.9639970609845702,0.8356164383561644,0.9515859766277128,0.8356164383561644,0.9661016949152542,0.8356164383561644,0.9587888982338099,0.9,Fingerprints
RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.8408184498005896,0.9613477983688364,0.8421052631578947,0.9595885378398237,0.855072463768116,0.9349593495934959,0.8082191780821918,0.9745762711864406,0.8309859154929579,0.954356846473029,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.8397780475117045,0.8313537338697267,0.8421052631578947,0.8339456282145481,0.8769230769230769,0.8063973063973064,0.7808219178082192,0.811864406779661,0.8260869565217391,0.8091216216216216,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.8397780475117045,0.8313537338697267,0.8421052631578947,0.8339456282145481,0.8769230769230769,0.8063973063973064,0.7808219178082192,0.811864406779661,0.8260869565217391,0.8091216216216216,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'lbfgs'}",0.834489335876539,0.8828134274220141,0.8355263157894737,0.8839088905216752,0.8428571428571429,0.86,0.8082191780821918,0.8745762711864407,0.8251748251748252,0.8672268907563025,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.834489335876539,0.9166677658334981,0.8355263157894737,0.9155033063923586,0.8428571428571429,0.8849270664505673,0.8082191780821918,0.9254237288135593,0.8251748251748252,0.9047224523612262,0.9,Fingerprints
SVC,"{'C': 1, 'kernel': 'poly', 'gamma': 'scale'}",0.834489335876539,0.9021576644903163,0.8355263157894737,0.9015429831006613,0.8428571428571429,0.8713355048859935,0.8082191780821918,0.9067796610169492,0.8251748251748252,0.8887043189368771,0.9,DescFing
RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.834489335876539,0.9570588493921607,0.8355263157894737,0.9551800146950772,0.8428571428571429,0.9286871961102107,0.8082191780821918,0.9711864406779661,0.8251748251748252,0.9494614747307374,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.8339691347320964,0.8599760381630723,0.8355263157894737,0.8618662747979426,0.8529411764705882,0.837248322147651,0.7945205479452054,0.8457627118644068,0.8226950354609929,0.8414839797639124,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.8339691347320964,0.8599760381630723,0.8355263157894737,0.8618662747979426,0.8529411764705882,0.837248322147651,0.7945205479452054,0.8457627118644068,0.8226950354609929,0.8414839797639124,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.8339691347320964,0.8546846490360307,0.8355263157894737,0.8545187362233652,0.8529411764705882,0.8171521035598706,0.7945205479452054,0.8559322033898306,0.8226950354609929,0.8360927152317882,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.8339691347320964,0.9839422717580074,0.8355263157894737,0.9838354151359294,0.8529411764705882,0.9781144781144782,0.7945205479452054,0.9847457627118644,0.8226950354609929,0.981418918918919,0.9,Fingerprints
RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.8339691347320964,0.9744135944953725,0.8355263157894737,0.9728141072740631,0.8529411764705882,0.9525368248772504,0.7945205479452054,0.9864406779661017,0.8226950354609929,0.9691923397169026,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.8334489335876539,0.8453626151377255,0.8355263157894737,0.8464364437913299,0.8636363636363636,0.8138385502471169,0.7808219178082192,0.8372881355932204,0.8201438848920863,0.8253968253968254,0.9,DescFing
RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.8334489335876539,0.9826452548967882,0.8355263157894737,0.9823659074210139,0.8636363636363636,0.9748322147651006,0.7808219178082192,0.9847457627118644,0.8201438848920863,0.9797639123102867,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.8334489335876539,0.8553331574666402,0.8355263157894737,0.855253490080823,0.8636363636363636,0.8184764991896273,0.7808219178082192,0.8559322033898306,0.8201438848920863,0.8367854183927093,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.8334489335876539,0.84765437798149,0.8355263157894737,0.8479059515062454,0.8636363636363636,0.8113821138211382,0.7808219178082192,0.8457627118644068,0.8201438848920863,0.8282157676348547,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.8334489335876539,0.84765437798149,0.8355263157894737,0.8479059515062454,0.8636363636363636,0.8113821138211382,0.7808219178082192,0.8457627118644068,0.8201438848920863,0.8282157676348547,0.9,DescFing
RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 10}",0.8286804230969308,0.930581019587153,0.8289473684210527,0.9294636296840558,0.821917808219178,0.9022801302931596,0.821917808219178,0.9389830508474576,0.821917808219178,0.9202657807308969,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.8276400208080458,0.8399755984963398,0.8289473684210527,0.8405584129316679,0.8405797101449275,0.8042414355628059,0.7945205479452054,0.8355932203389831,0.8169014084507042,0.8196176226101414,0.9,DescFing
RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.8276400208080458,0.9716206115764252,0.8289473684210527,0.9698750918442322,0.8405797101449275,0.9477977161500816,0.7945205479452054,0.9847457627118644,0.8169014084507042,0.9659185369908562,0.9,DescFing
RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.8276400208080458,0.9637428828947658,0.8289473684210527,0.9625275532696547,0.8405797101449275,0.9425287356321839,0.7945205479452054,0.9728813559322034,0.8169014084507042,0.9574645537948291,0.9,DescFing
LogisticRegression,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.8276400208080458,0.8629163094374463,0.8289473684210527,0.864070536370316,0.8405797101449275,0.835820895522388,0.7945205479452054,0.8542372881355932,0.8169014084507042,0.8449287510477785,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': None, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0}",0.8276400208080458,0.9891820000439666,0.8289473684210527,0.9904481998530492,0.8405797101449275,0.998272884283247,0.7945205479452054,0.9796610169491525,0.8169014084507042,0.9888793840889649,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'adam'}",0.8271198196636034,0.8413759370397239,0.8289473684210527,0.8434974283614989,0.8507462686567164,0.8157453936348409,0.7808219178082192,0.8254237288135593,0.8142857142857143,0.8205560235888795,0.9,Descriptors
LogisticRegression,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.8271198196636034,0.8433214623315528,0.8289473684210527,0.8457016899338722,0.8507462686567164,0.8198653198653199,0.7808219178082192,0.8254237288135593,0.8142857142857143,0.8226351351351351,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.8265996185191608,0.853439293015894,0.8289473684210527,0.8537839823659075,0.8615384615384616,0.8189233278955954,0.7671232876712328,0.8508474576271187,0.8115942028985507,0.8345802161263508,0.9,DescFing
RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.8265996185191608,0.9909725428125481,0.8289473684210527,0.9904481998530492,0.8615384615384616,0.983249581239531,0.7671232876712328,0.9949152542372881,0.8115942028985507,0.9890480202190395,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.8265996185191608,0.853439293015894,0.8289473684210527,0.8537839823659075,0.8615384615384616,0.8189233278955954,0.7671232876712328,0.8508474576271187,0.8115942028985507,0.8345802161263508,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.8265996185191608,0.8526434962298578,0.8289473684210527,0.8537839823659075,0.8615384615384616,0.8231404958677686,0.7671232876712328,0.8440677966101695,0.8115942028985507,0.8334728033472804,0.9,DescFing
LogisticRegression,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga'}",0.8260794173747181,0.8269174965376244,0.8289473684210527,0.8302718589272594,0.873015873015873,0.8057921635434412,0.7534246575342466,0.8016949152542373,0.8088235294117647,0.8037383177570093,0.9,DescFing
LogisticRegression,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.8260794173747181,0.8277649541647432,0.8289473684210527,0.8310066127847171,0.873015873015873,0.8061224489795918,0.7534246575342466,0.8033898305084746,0.8088235294117647,0.8047538200339558,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'adam'}",0.8228715103173228,0.8507265492756492,0.8223684210526315,0.8434974283614989,0.8026315789473685,0.7727930535455861,0.8356164383561644,0.9050847457627119,0.8187919463087249,0.8337236533957846,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.8207907057395527,0.8461067510826793,0.8223684210526315,0.8457016899338722,0.8382352941176471,0.8054662379421221,0.7808219178082192,0.8491525423728814,0.8085106382978724,0.8267326732673268,0.9,DescFing
RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.8207907057395527,0.9692771878915782,0.8223684210526315,0.967670830271859,0.8382352941176471,0.946078431372549,0.7808219178082192,0.9813559322033898,0.8085106382978724,0.9633943427620633,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.8207907057395527,0.8411253270021324,0.8223684210526315,0.8427626745040412,0.8382352941176471,0.8122923588039868,0.7808219178082192,0.8288135593220339,0.8085106382978724,0.8204697986577182,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.8202705045951101,0.8615753259029655,0.8223684210526315,0.8648052902277737,0.8484848484848485,0.8487972508591065,0.7671232876712328,0.8372881355932204,0.8057553956834531,0.8430034129692833,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'adam'}",0.8202705045951101,0.988334542416848,0.8223684210526315,0.9897134459955915,0.8484848484848485,0.9982698961937716,0.7671232876712328,0.9779661016949153,0.8057553956834531,0.9880136986301371,0.9,Fingerprints
LogisticRegression,"{'C': 10, 'penalty': 'l1', 'solver': 'saga'}",0.8202705045951101,0.8530413946228759,0.8223684210526315,0.8537839823659075,0.8484848484848485,0.8210180623973727,0.7671232876712328,0.847457627118644,0.8057553956834531,0.8340283569641369,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.8192301023062251,0.8509046143023589,0.8223684210526315,0.8545187362233652,0.8709677419354839,0.8379310344827586,0.7397260273972602,0.823728813559322,0.8,0.8307692307692308,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0.05}",0.814461591815502,0.9897271867924113,0.8157894736842105,0.9897134459955915,0.8260869565217391,0.9864864864864865,0.7808219178082192,0.9898305084745763,0.8028169014084506,0.988155668358714,0.9,Fingerprints
RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.8139413906710595,0.97172393325859,0.8157894736842105,0.9713445995591476,0.835820895522388,0.9599332220367279,0.7671232876712328,0.9745762711864406,0.8,0.9671993271656855,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.05}",0.8139413906710595,0.9895282375959022,0.8157894736842105,0.9897134459955915,0.835820895522388,0.988135593220339,0.7671232876712328,0.988135593220339,0.8,0.988135593220339,0.9,Fingerprints
LogisticRegression,"{'C': 100, 'penalty': 'l1', 'solver': 'saga'}",0.8134211895266169,0.8530413946228759,0.8157894736842105,0.8537839823659075,0.8461538461538461,0.8210180623973727,0.7534246575342466,0.847457627118644,0.7971014492753623,0.8340283569641369,0.9,DescFing
LogisticRegression,"{'C': 10, 'penalty': 'l2', 'solver': 'saga'}",0.8134211895266169,0.8530413946228759,0.8157894736842105,0.8537839823659075,0.8461538461538461,0.8210180623973727,0.7534246575342466,0.847457627118644,0.7971014492753623,0.8340283569641369,0.9,DescFing
