,Model,Accuracy,ROC-AUC,Precision,Recall,F1
20, RandomForestClassifier-50-20-2-4, 0.7894736842105263, 0.7904761904761906, 0.8461538461538461, 0.7142857142857143, 0.7746478873239436
21, RandomForestClassifier-50-20-5-1, 0.8157894736842105, 0.8164502164502165, 0.855072463768116, 0.7662337662337663, 0.8082191780821918
22, RandomForestClassifier-50-20-5-2, 0.8092105263157895, 0.80995670995671, 0.8529411764705882, 0.7532467532467533, 0.7999999999999999
23, RandomForestClassifier-50-20-5-4, 0.8157894736842105, 0.8167965367965367, 0.8769230769230769, 0.7402597402597403, 0.8028169014084509
24, RandomForestClassifier-50-20-10-1, 0.8026315789473685, 0.8034632034632034, 0.8507462686567164, 0.7402597402597403, 0.7916666666666667
25, RandomForestClassifier-50-20-10-2, 0.8289473684210527, 0.8297835497835498, 0.8805970149253731, 0.7662337662337663, 0.8194444444444445
26, RandomForestClassifier-50-20-10-4, 0.8092105263157895, 0.8101298701298701, 0.8636363636363636, 0.7402597402597403, 0.7972027972027972
27, RandomForestClassifier-100-None-2-1, 0.8026315789473685, 0.8032900432900432, 0.8405797101449275, 0.7532467532467533, 0.7945205479452054
28, RandomForestClassifier-100-None-2-2, 0.8223684210526315, 0.822943722943723, 0.8571428571428571, 0.7792207792207793, 0.8163265306122449
29, RandomForestClassifier-100-None-2-4, 0.8157894736842105, 0.8167965367965367, 0.8769230769230769, 0.7402597402597403, 0.8028169014084509
30, RandomForestClassifier-100-None-5-1, 0.8092105263157895, 0.80995670995671, 0.8529411764705882, 0.7532467532467533, 0.7999999999999999
31, RandomForestClassifier-100-None-5-2, 0.8092105263157895, 0.80995670995671, 0.8529411764705882, 0.7532467532467533, 0.7999999999999999
32, RandomForestClassifier-100-None-5-4, 0.8157894736842105, 0.8167965367965367, 0.8769230769230769, 0.7402597402597403, 0.8028169014084509
33, RandomForestClassifier-100-None-10-1, 0.8223684210526315, 0.8231168831168832, 0.8676470588235294, 0.7662337662337663, 0.8137931034482758
34, RandomForestClassifier-100-None-10-2, 0.8223684210526315, 0.8227705627705627, 0.8472222222222222, 0.7922077922077922, 0.8187919463087249
35, RandomForestClassifier-100-None-10-4, 0.8092105263157895, 0.8101298701298701, 0.8636363636363636, 0.7402597402597403, 0.7972027972027972
36, RandomForestClassifier-100-10-2-1, 0.8026315789473685, 0.802943722943723, 0.821917808219178, 0.7792207792207793, 0.7999999999999999
37, RandomForestClassifier-100-10-2-2, 0.8289473684210527, 0.8294372294372294, 0.8591549295774648, 0.7922077922077922, 0.8243243243243243
38, RandomForestClassifier-100-10-2-4, 0.8092105263157895, 0.8097835497835498, 0.8428571428571429, 0.7662337662337663, 0.8027210884353742
39, RandomForestClassifier-100-10-5-1, 0.8223684210526315, 0.8231168831168832, 0.8676470588235294, 0.7662337662337663, 0.8137931034482758
40, RandomForestClassifier-100-10-5-2, 0.8223684210526315, 0.8227705627705627, 0.8472222222222222, 0.7922077922077922, 0.8187919463087249
41, RandomForestClassifier-100-10-5-4, 0.8092105263157895, 0.80995670995671, 0.8529411764705882, 0.7532467532467533, 0.7999999999999999
42, RandomForestClassifier-100-10-10-1, 0.8092105263157895, 0.8097835497835498, 0.8428571428571429, 0.7662337662337663, 0.8027210884353742
43, RandomForestClassifier-100-10-10-2, 0.8092105263157895, 0.8097835497835498, 0.8428571428571429, 0.7662337662337663, 0.8027210884353742
44, RandomForestClassifier-100-10-10-4, 0.8092105263157895, 0.8097835497835498, 0.8428571428571429, 0.7662337662337663, 0.8027210884353742
45, RandomForestClassifier-100-20-2-1, 0.8092105263157895, 0.80995670995671, 0.8529411764705882, 0.7532467532467533, 0.7999999999999999
46, RandomForestClassifier-100-20-2-2, 0.7894736842105263, 0.7903030303030303, 0.835820895522388, 0.7272727272727273, 0.7777777777777778
47, RandomForestClassifier-100-20-2-4, 0.8092105263157895, 0.80995670995671, 0.8529411764705882, 0.7532467532467533, 0.7999999999999999
48, RandomForestClassifier-100-20-5-1, 0.8223684210526315, 0.8231168831168832, 0.8676470588235294, 0.7662337662337663, 0.8137931034482758
49, RandomForestClassifier-100-20-5-2, 0.8092105263157895, 0.8097835497835498, 0.8428571428571429, 0.7662337662337663, 0.8027210884353742
50, RandomForestClassifier-100-20-5-4, 0.8157894736842105, 0.8167965367965367, 0.8769230769230769, 0.7402597402597403, 0.8028169014084509
51, RandomForestClassifier-100-20-10-1, 0.7960526315789473, 0.7966233766233766, 0.8285714285714286, 0.7532467532467533, 0.7891156462585034
52, RandomForestClassifier-100-20-10-2, 0.8092105263157895, 0.80995670995671, 0.8529411764705882, 0.7532467532467533, 0.7999999999999999
53, RandomForestClassifier-100-20-10-4, 0.8289473684210527, 0.8296103896103897, 0.8695652173913043, 0.7792207792207793, 0.821917808219178
54, LogisticRegression-0.001-l1-liblinear, 0.6381578947368421, 0.6404329004329004, 0.72, 0.4675324675324675, 0.5669291338582677
55, LogisticRegression-0.001-l1-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
56, LogisticRegression-0.001-l2-liblinear, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
57, LogisticRegression-0.001-l2-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
58, LogisticRegression-0.01-l1-liblinear, 0.6710526315789473, 0.6723809523809524, 0.7213114754098361, 0.5714285714285714, 0.6376811594202898
59, LogisticRegression-0.01-l1-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
60, LogisticRegression-0.01-l2-liblinear, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
61, LogisticRegression-0.01-l2-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
62, LogisticRegression-0.1-l1-liblinear, 0.7236842105263158, 0.7246753246753247, 0.7692307692307693, 0.6493506493506493, 0.7042253521126761
63, LogisticRegression-0.1-l1-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
64, LogisticRegression-0.1-l2-liblinear, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
65, LogisticRegression-0.1-l2-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
66, LogisticRegression-1-l1-liblinear, 0.7894736842105263, 0.7896103896103897, 0.8, 0.7792207792207793, 0.7894736842105264
67, LogisticRegression-1-l1-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
68, LogisticRegression-1-l2-liblinear, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
69, LogisticRegression-1-l2-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
70, LogisticRegression-10-l1-liblinear, 0.7894736842105263, 0.7897835497835499, 0.8082191780821918, 0.7662337662337663, 0.7866666666666666
71, LogisticRegression-10-l1-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
72, LogisticRegression-10-l2-liblinear, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
73, LogisticRegression-10-l2-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
74, LogisticRegression-100-l1-liblinear, 0.7960526315789473, 0.7962770562770564, 0.8108108108108109, 0.7792207792207793, 0.794701986754967
75, LogisticRegression-100-l1-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
76, LogisticRegression-100-l2-liblinear, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
77, LogisticRegression-100-l2-saga, 0.506578947368421, 0.5, 0.506578947368421, 1.0, 0.6724890829694323
78," MLPClassifier-(50,)-relu-0.0001-200", 0.5394736842105263, 0.5348917748917749, 0.5271317829457365, 0.8831168831168831, 0.6601941747572817
79," MLPClassifier-(50,)-relu-0.0001-500", 0.5921052631578947, 0.5963636363636363, 0.7777777777777778, 0.2727272727272727, 0.40384615384615374
80," MLPClassifier-(50,)-relu-0.0001-1000", 0.631578947368421, 0.634978354978355, 0.7837837837837838, 0.37662337662337664, 0.5087719298245614
81," MLPClassifier-(50,)-relu-0.001-200", 0.6447368421052632, 0.643982683982684, 0.6352941176470588, 0.7012987012987013, 0.6666666666666666
82," MLPClassifier-(50,)-relu-0.001-500", 0.5657894736842105, 0.5622510822510822, 0.5470085470085471, 0.8311688311688312, 0.6597938144329897
83," MLPClassifier-(50,)-relu-0.001-1000", 0.618421052631579, 0.616969696969697, 0.6021505376344086, 0.7272727272727273, 0.6588235294117646
84," MLPClassifier-(50,)-relu-0.01-200", 0.5657894736842105, 0.5639826839826839, 0.5567010309278351, 0.7012987012987013, 0.6206896551724138
85," MLPClassifier-(50,)-relu-0.01-500", 0.5, 0.5056277056277056, 0.5454545454545454, 0.07792207792207792, 0.13636363636363635
86," MLPClassifier-(50,)-relu-0.01-1000", 0.6513157894736842, 0.6492640692640693, 0.62, 0.8051948051948052, 0.7005649717514124
87," MLPClassifier-(50,)-tanh-0.0001-200", 0.6118421052631579, 0.6127272727272727, 0.6363636363636364, 0.5454545454545454, 0.5874125874125874
88," MLPClassifier-(50,)-tanh-0.0001-500", 0.4473684210526316, 0.4514285714285714, 0.3793103448275862, 0.14285714285714285, 0.20754716981132074
89," MLPClassifier-(50,)-tanh-0.0001-1000", 0.5460526315789473, 0.5493506493506494, 0.6052631578947368, 0.2987012987012987, 0.39999999999999997
90," MLPClassifier-(50,)-tanh-0.001-200", 0.4605263157894737, 0.4644155844155844, 0.41935483870967744, 0.16883116883116883, 0.24074074074074076
91," MLPClassifier-(50,)-tanh-0.001-500", 0.4934210526315789, 0.5, 0.0, 0.0, 0.0
92," MLPClassifier-(50,)-tanh-0.001-1000", 0.5723684210526315, 0.5746320346320346, 0.62, 0.4025974025974026, 0.4881889763779527
93," MLPClassifier-(50,)-tanh-0.01-200", 0.5197368421052632, 0.524069264069264, 0.5769230769230769, 0.19480519480519481, 0.29126213592233013
94," MLPClassifier-(50,)-tanh-0.01-500", 0.5592105263157895, 0.5574891774891775, 0.5520833333333334, 0.6883116883116883, 0.6127167630057804
95," MLPClassifier-(50,)-tanh-0.01-1000", 0.5328947368421053, 0.5356709956709956, 0.5681818181818182, 0.3246753246753247, 0.4132231404958678
96," MLPClassifier-(100,)-relu-0.0001-200", 0.5197368421052632, 0.5167965367965368, 0.5181818181818182, 0.7402597402597403, 0.609625668449198
97," MLPClassifier-(100,)-relu-0.0001-500", 0.5921052631578947, 0.5956709956709957, 0.7142857142857143, 0.3246753246753247, 0.44642857142857145
98," MLPClassifier-(100,)-relu-0.0001-1000", 0.5657894736842105, 0.5620779220779221, 0.5462184873949579, 0.8441558441558441, 0.6632653061224489
99," MLPClassifier-(100,)-relu-0.001-200", 0.5197368421052632, 0.5237229437229437, 0.5666666666666667, 0.22077922077922077, 0.31775700934579443
100," MLPClassifier-(100,)-relu-0.001-500", 0.6578947368421053, 0.6545454545454545, 0.6086956521739131, 0.9090909090909091, 0.7291666666666666
101," MLPClassifier-(100,)-relu-0.001-1000", 0.4605263157894737, 0.4561038961038961, 0.48031496062992124, 0.7922077922077922, 0.5980392156862745
102," MLPClassifier-(100,)-relu-0.01-200", 0.6118421052631579, 0.6116883116883117, 0.6153846153846154, 0.6233766233766234, 0.6193548387096774
103," MLPClassifier-(100,)-relu-0.01-500", 0.6907894736842105, 0.690995670995671, 0.7027027027027027, 0.6753246753246753, 0.6887417218543046
104," MLPClassifier-(100,)-relu-0.01-1000", 0.625, 0.6277922077922078, 0.7272727272727273, 0.4155844155844156, 0.5289256198347109
105," MLPClassifier-(100,)-tanh-0.0001-200", 0.4934210526315789, 0.49809523809523804, 0.5, 0.14285714285714285, 0.22222222222222224
106," MLPClassifier-(100,)-tanh-0.0001-500", 0.4934210526315789, 0.4998268398268398, 0.5, 0.012987012987012988, 0.025316455696202535
107," MLPClassifier-(100,)-tanh-0.0001-1000", 0.5921052631578947, 0.594978354978355, 0.6744186046511628, 0.37662337662337664, 0.48333333333333334
108," MLPClassifier-(100,)-tanh-0.001-200", 0.5, 0.5028571428571428, 0.5116279069767442, 0.2857142857142857, 0.36666666666666664
109," MLPClassifier-(100,)-tanh-0.001-500", 0.4934210526315789, 0.49809523809523804, 0.5, 0.14285714285714285, 0.22222222222222224
110," MLPClassifier-(100,)-tanh-0.001-1000", 0.5197368421052632, 0.5218181818181818, 0.5384615384615384, 0.36363636363636365, 0.43410852713178294
111," MLPClassifier-(100,)-tanh-0.01-200", 0.5592105263157895, 0.5604329004329004, 0.5806451612903226, 0.4675324675324675, 0.5179856115107914
112," MLPClassifier-(100,)-tanh-0.01-500", 0.5526315789473685, 0.5565367965367966, 0.6451612903225806, 0.2597402597402597, 0.37037037037037035
113," MLPClassifier-(100,)-tanh-0.01-1000", 0.506578947368421, 0.5091774891774893, 0.5217391304347826, 0.3116883116883117, 0.39024390243902435
114," MLPClassifier-(50, 50)-relu-0.0001-200", 0.4473684210526316, 0.4457142857142857, 0.4631578947368421, 0.5714285714285714, 0.5116279069767442
115," MLPClassifier-(50, 50)-relu-0.0001-500", 0.5263157894736842, 0.5302164502164503, 0.5806451612903226, 0.23376623376623376, 0.33333333333333337
116," MLPClassifier-(50, 50)-relu-0.0001-1000", 0.4934210526315789, 0.4889177489177489, 0.5, 0.8311688311688312, 0.624390243902439
117," MLPClassifier-(50, 50)-relu-0.001-200", 0.4934210526315789, 0.4982683982683983, 0.5, 0.12987012987012986, 0.20618556701030924
118," MLPClassifier-(50, 50)-relu-0.001-500", 0.5263157894736842, 0.5317748917748917, 0.6923076923076923, 0.11688311688311688, 0.19999999999999998
119," MLPClassifier-(50, 50)-relu-0.001-1000", 0.5789473684210527, 0.5838961038961039, 0.8421052631578947, 0.2077922077922078, 0.33333333333333337
120," MLPClassifier-(50, 50)-relu-0.01-200", 0.5394736842105263, 0.5371428571428571, 0.5339805825242718, 0.7142857142857143, 0.6111111111111112
121," MLPClassifier-(50, 50)-relu-0.01-500", 0.5328947368421053, 0.5334199134199133, 0.5428571428571428, 0.4935064935064935, 0.5170068027210883
122," MLPClassifier-(50, 50)-relu-0.01-1000", 0.5394736842105263, 0.5445887445887446, 0.7058823529411765, 0.15584415584415584, 0.2553191489361702
123," MLPClassifier-(50, 50)-tanh-0.0001-200", 0.5855263157894737, 0.5864069264069264, 0.6060606060606061, 0.5194805194805194, 0.5594405594405594
124," MLPClassifier-(50, 50)-tanh-0.0001-500", 0.4934210526315789, 0.4974025974025974, 0.5, 0.19480519480519481, 0.28037383177570097
125," MLPClassifier-(50, 50)-tanh-0.0001-1000", 0.4868421052631579, 0.49090909090909096, 0.4827586206896552, 0.18181818181818182, 0.2641509433962264
126," MLPClassifier-(50, 50)-tanh-0.001-200", 0.5197368421052632, 0.5223376623376623, 0.5434782608695652, 0.3246753246753247, 0.4065040650406504
127," MLPClassifier-(50, 50)-tanh-0.001-500", 0.5328947368421053, 0.5361904761904761, 0.5789473684210527, 0.2857142857142857, 0.38260869565217387
128," MLPClassifier-(50, 50)-tanh-0.001-1000", 0.5, 0.5051082251082251, 0.5294117647058824, 0.11688311688311688, 0.19148936170212763
129," MLPClassifier-(50, 50)-tanh-0.01-200", 0.5526315789473685, 0.5567099567099567, 0.6551724137931034, 0.24675324675324675, 0.3584905660377359
130," MLPClassifier-(50, 50)-tanh-0.01-500", 0.5921052631578947, 0.5925541125541126, 0.6056338028169014, 0.5584415584415584, 0.581081081081081
131," MLPClassifier-(50, 50)-tanh-0.01-1000", 0.5526315789473685, 0.5563636363636364, 0.6363636363636364, 0.2727272727272727, 0.3818181818181818
132, GradientBoostingClassifier-10-0.1, 0.8157894736842105, 0.8162770562770563, 0.8450704225352113, 0.7792207792207793, 0.8108108108108109
133, GradientBoostingClassifier-10-0.5, 0.7894736842105263, 0.7897835497835499, 0.8082191780821918, 0.7662337662337663, 0.7866666666666666
134, GradientBoostingClassifier-10-1.0, 0.7828947368421053, 0.7831168831168832, 0.7972972972972973, 0.7662337662337663, 0.7814569536423841
135, GradientBoostingClassifier-10-2.0, 0.6842105263157895, 0.6845021645021645, 0.6986301369863014, 0.6623376623376623, 0.68
136, GradientBoostingClassifier-100-0.1, 0.8092105263157895, 0.8094372294372294, 0.8243243243243243, 0.7922077922077922, 0.8079470198675496
137, GradientBoostingClassifier-100-0.5, 0.8092105263157895, 0.8096103896103897, 0.8333333333333334, 0.7792207792207793, 0.8053691275167787
138, GradientBoostingClassifier-100-1.0, 0.8223684210526315, 0.8224242424242425, 0.8289473684210527, 0.8181818181818182, 0.8235294117647058
139, GradientBoostingClassifier-100-2.0, 0.48026315789473684, 0.47956709956709953, 0.4880952380952381, 0.5324675324675324, 0.5093167701863354
140, GradientBoostingClassifier-200-0.1, 0.8157894736842105, 0.815930735930736, 0.8266666666666667, 0.8051948051948052, 0.8157894736842106
141, GradientBoostingClassifier-200-0.5, 0.8223684210526315, 0.8227705627705627, 0.8472222222222222, 0.7922077922077922, 0.8187919463087249
142, GradientBoostingClassifier-200-1.0, 0.8355263157894737, 0.8355844155844155, 0.8421052631578947, 0.8311688311688312, 0.8366013071895425
143, GradientBoostingClassifier-200-2.0, 0.48026315789473684, 0.47956709956709953, 0.4880952380952381, 0.5324675324675324, 0.5093167701863354
