,Model,Accuracy,ROC-AUC,Precision,Recall,F1
26, RandomForestClassifier-50-20-10-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
27, RandomForestClassifier-100-None-2-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
28, RandomForestClassifier-100-None-2-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
29, RandomForestClassifier-100-None-2-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
30, RandomForestClassifier-100-None-5-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
31, RandomForestClassifier-100-None-5-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
32, RandomForestClassifier-100-None-5-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
33, RandomForestClassifier-100-None-10-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
34, RandomForestClassifier-100-None-10-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
35, RandomForestClassifier-100-None-10-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
36, RandomForestClassifier-100-10-2-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
37, RandomForestClassifier-100-10-2-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
38, RandomForestClassifier-100-10-2-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
39, RandomForestClassifier-100-10-5-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
40, RandomForestClassifier-100-10-5-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
41, RandomForestClassifier-100-10-5-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
42, RandomForestClassifier-100-10-10-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
43, RandomForestClassifier-100-10-10-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
44, RandomForestClassifier-100-10-10-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
45, RandomForestClassifier-100-20-2-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
46, RandomForestClassifier-100-20-2-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
47, RandomForestClassifier-100-20-2-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
48, RandomForestClassifier-100-20-5-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
49, RandomForestClassifier-100-20-5-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
50, RandomForestClassifier-100-20-5-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
51, RandomForestClassifier-100-20-10-1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
52, RandomForestClassifier-100-20-10-2, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
53, RandomForestClassifier-100-20-10-4, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
54, LogisticRegression-0.001-l1-liblinear, 0.5683794466403163, 0.5, 0.0, 0.0, 0.0
55, LogisticRegression-0.001-l1-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
56, LogisticRegression-0.001-l2-liblinear, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
57, LogisticRegression-0.001-l2-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
58, LogisticRegression-0.01-l1-liblinear, 0.5683794466403163, 0.5, 0.0, 0.0, 0.0
59, LogisticRegression-0.01-l1-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
60, LogisticRegression-0.01-l2-liblinear, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
61, LogisticRegression-0.01-l2-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
62, LogisticRegression-0.1-l1-liblinear, 0.5683794466403163, 0.5, 0.0, 0.0, 0.0
63, LogisticRegression-0.1-l1-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
64, LogisticRegression-0.1-l2-liblinear, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
65, LogisticRegression-0.1-l2-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
66, LogisticRegression-1-l1-liblinear, 0.5683794466403163, 0.5, 0.0, 0.0, 0.0
67, LogisticRegression-1-l1-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
68, LogisticRegression-1-l2-liblinear, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
69, LogisticRegression-1-l2-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
70, LogisticRegression-10-l1-liblinear, 0.5683794466403163, 0.5, 0.0, 0.0, 0.0
71, LogisticRegression-10-l1-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
72, LogisticRegression-10-l2-liblinear, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
73, LogisticRegression-10-l2-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
74, LogisticRegression-100-l1-liblinear, 0.5683794466403163, 0.5, 0.0, 0.0, 0.0
75, LogisticRegression-100-l1-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
76, LogisticRegression-100-l2-liblinear, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
77, LogisticRegression-100-l2-saga, 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
78," MLPClassifier-(50,)-relu-0.0001-200", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
79," MLPClassifier-(50,)-relu-0.0001-500", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
80," MLPClassifier-(50,)-relu-0.0001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
81," MLPClassifier-(50,)-relu-0.001-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
82," MLPClassifier-(50,)-relu-0.001-500", 0.5683794466403163, 0.5, 0.0, 0.0, 0.0
83," MLPClassifier-(50,)-relu-0.001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
84," MLPClassifier-(50,)-relu-0.01-200", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
85," MLPClassifier-(50,)-relu-0.01-500", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
86," MLPClassifier-(50,)-relu-0.01-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
87," MLPClassifier-(50,)-tanh-0.0001-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
88," MLPClassifier-(50,)-tanh-0.0001-500", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
89," MLPClassifier-(50,)-tanh-0.0001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
90," MLPClassifier-(50,)-tanh-0.001-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
91," MLPClassifier-(50,)-tanh-0.001-500", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
92," MLPClassifier-(50,)-tanh-0.001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
93," MLPClassifier-(50,)-tanh-0.01-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
94," MLPClassifier-(50,)-tanh-0.01-500", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
95," MLPClassifier-(50,)-tanh-0.01-1000", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
96," MLPClassifier-(100,)-relu-0.0001-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
97," MLPClassifier-(100,)-relu-0.0001-500", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
98," MLPClassifier-(100,)-relu-0.0001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
99," MLPClassifier-(100,)-relu-0.001-200", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
100," MLPClassifier-(100,)-relu-0.001-500", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
101," MLPClassifier-(100,)-relu-0.001-1000", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
102," MLPClassifier-(100,)-relu-0.01-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
103," MLPClassifier-(100,)-relu-0.01-500", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
104," MLPClassifier-(100,)-relu-0.01-1000", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
105," MLPClassifier-(100,)-tanh-0.0001-200", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
106," MLPClassifier-(100,)-tanh-0.0001-500", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
107," MLPClassifier-(100,)-tanh-0.0001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
108," MLPClassifier-(100,)-tanh-0.001-200", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
109," MLPClassifier-(100,)-tanh-0.001-500", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
110," MLPClassifier-(100,)-tanh-0.001-1000", 0.5683794466403163, 0.5, 0.0, 0.0, 0.0
111," MLPClassifier-(100,)-tanh-0.01-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
112," MLPClassifier-(100,)-tanh-0.01-500", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
113," MLPClassifier-(100,)-tanh-0.01-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
114," MLPClassifier-(50, 50)-relu-0.0001-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
115," MLPClassifier-(50, 50)-relu-0.0001-500", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
116," MLPClassifier-(50, 50)-relu-0.0001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
117," MLPClassifier-(50, 50)-relu-0.001-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
118," MLPClassifier-(50, 50)-relu-0.001-500", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
119," MLPClassifier-(50, 50)-relu-0.001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
120," MLPClassifier-(50, 50)-relu-0.01-200", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
121," MLPClassifier-(50, 50)-relu-0.01-500", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
122," MLPClassifier-(50, 50)-relu-0.01-1000", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
123," MLPClassifier-(50, 50)-tanh-0.0001-200", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
124," MLPClassifier-(50, 50)-tanh-0.0001-500", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
125," MLPClassifier-(50, 50)-tanh-0.0001-1000", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
126," MLPClassifier-(50, 50)-tanh-0.001-200", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
127," MLPClassifier-(50, 50)-tanh-0.001-500", 0.43715415019762843, 0.5020034439366846, 0.43262987012987014, 0.9761904761904762, 0.5995500562429696
128," MLPClassifier-(50, 50)-tanh-0.001-1000", 0.558102766798419, 0.4938240943108815, 0.3333333333333333, 0.023809523809523808, 0.044444444444444446
129," MLPClassifier-(50, 50)-tanh-0.01-200", 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
130," MLPClassifier-(50, 50)-tanh-0.01-500", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
131," MLPClassifier-(50, 50)-tanh-0.01-1000", 0.44189723320158103, 0.5061759056891184, 0.43474714518760194, 0.9761904761904762, 0.6015801354401806
132, GradientBoostingClassifier-10-0.1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
133, GradientBoostingClassifier-10-0.5, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
134, GradientBoostingClassifier-10-1.0, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
135, GradientBoostingClassifier-10-2.0, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
136, GradientBoostingClassifier-100-0.1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
137, GradientBoostingClassifier-100-0.5, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
138, GradientBoostingClassifier-100-1.0, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
139, GradientBoostingClassifier-100-2.0, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
140, GradientBoostingClassifier-200-0.1, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
141, GradientBoostingClassifier-200-0.5, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
142, GradientBoostingClassifier-200-1.0, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
143, GradientBoostingClassifier-200-2.0, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
