,Model,Accuracy,ROC-AUC,Precision,Recall,F1
35, RandomForestClassifier-100-None-10-4, 0.6703557312252965, 0.7012002832586978, 0.5730464326160816, 0.9267399267399268, 0.708187543736879
36, RandomForestClassifier-100-10-2-1, 0.6798418972332015, 0.7099858880109228, 0.5805714285714285, 0.9304029304029304, 0.7149894440534834
37, RandomForestClassifier-100-10-2-2, 0.6711462450592885, 0.7016753529270915, 0.5738636363636364, 0.924908424908425, 0.7082748948106591
38, RandomForestClassifier-100-10-2-4, 0.6711462450592885, 0.7018956935507701, 0.5736961451247166, 0.9267399267399268, 0.7086834733893559
39, RandomForestClassifier-100-10-5-1, 0.675098814229249, 0.7058134262584889, 0.5766174801362088, 0.9304029304029304, 0.7119831814996496
40, RandomForestClassifier-100-10-5-2, 0.68300395256917, 0.7132082104265693, 0.5828571428571429, 0.9340659340659341, 0.7178043631245601
41, RandomForestClassifier-100-10-5-4, 0.6671936758893281, 0.6986389827140871, 0.5703037120359955, 0.9285714285714286, 0.7066202090592335
42, RandomForestClassifier-100-10-10-1, 0.6814229249011857, 0.7102750054766744, 0.5828505214368482, 0.9212454212454212, 0.7139815471965932
43, RandomForestClassifier-100-10-10-2, 0.6798418972332015, 0.7093248661398871, 0.5811277330264673, 0.924908424908425, 0.7137809187279153
44, RandomForestClassifier-100-10-10-4, 0.6735177865612648, 0.701778518190201, 0.5774155995343423, 0.9084249084249084, 0.706049822064057
45, RandomForestClassifier-100-20-2-1, 0.6711462450592885, 0.7029973966691629, 0.5728699551569507, 0.9358974358974359, 0.7107093184979137
46, RandomForestClassifier-100-20-2-2, 0.6727272727272727, 0.7032865141349147, 0.575, 0.9267399267399268, 0.7096774193548387
47, RandomForestClassifier-100-20-2-4, 0.6687747035573123, 0.6998094626745531, 0.5717514124293785, 0.9267399267399268, 0.7071977638015373
48, RandomForestClassifier-100-20-5-1, 0.6814229249011857, 0.7111563679713888, 0.582089552238806, 0.9285714285714286, 0.7155963302752294
49, RandomForestClassifier-100-20-5-2, 0.6782608695652174, 0.7090357486741353, 0.5788876276958003, 0.9340659340659341, 0.7147862648913805
50, RandomForestClassifier-100-20-5-4, 0.6719367588932806, 0.702811444466521, 0.5741789354473387, 0.9285714285714286, 0.7095871238628411
51, RandomForestClassifier-100-20-10-1, 0.6782608695652174, 0.7066120018136708, 0.580908032596042, 0.9139194139194139, 0.710320284697509
52, RandomForestClassifier-100-20-10-2, 0.6679841897233202, 0.6988937117588021, 0.5712669683257918, 0.924908424908425, 0.7062937062937062
53, RandomForestClassifier-100-20-10-4, 0.6640316205533597, 0.6949759790510833, 0.5683615819209039, 0.9212454212454212, 0.7030048916841369
54, LogisticRegression-0.001-l1-liblinear, 0.6268774703557313, 0.636952523600646, 0.5527065527065527, 0.7106227106227107, 0.6217948717948717
55, LogisticRegression-0.001-l1-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
56, LogisticRegression-0.001-l2-liblinear, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
57, LogisticRegression-0.001-l2-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
58, LogisticRegression-0.01-l1-liblinear, 0.6458498023715415, 0.6565067987182035, 0.5696022727272727, 0.7344322344322345, 0.6416000000000001
59, LogisticRegression-0.01-l1-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
60, LogisticRegression-0.01-l2-liblinear, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
61, LogisticRegression-0.01-l2-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
62, LogisticRegression-0.1-l1-liblinear, 0.6711462450592885, 0.6930820686036263, 0.5810473815461347, 0.8534798534798534, 0.6913946587537092
63, LogisticRegression-0.1-l1-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
64, LogisticRegression-0.1-l2-liblinear, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
65, LogisticRegression-0.1-l2-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
66, LogisticRegression-1-l1-liblinear, 0.6766798418972332, 0.6950855125403109, 0.5890767230169051, 0.8296703296703297, 0.6889733840304183
67, LogisticRegression-1-l1-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
68, LogisticRegression-1-l2-liblinear, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
69, LogisticRegression-1-l2-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
70, LogisticRegression-10-l1-liblinear, 0.6490118577075099, 0.6749326241676729, 0.5605700712589073, 0.8644688644688645, 0.6801152737752161
71, LogisticRegression-10-l1-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
72, LogisticRegression-10-l2-liblinear, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
73, LogisticRegression-10-l2-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
74, LogisticRegression-100-l1-liblinear, 0.6490118577075099, 0.6747122835439943, 0.5607142857142857, 0.8626373626373627, 0.6796536796536797
75, LogisticRegression-100-l1-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
76, LogisticRegression-100-l2-liblinear, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
77, LogisticRegression-100-l2-saga, 0.4316205533596838, 0.5, 0.4316205533596838, 1.0, 0.6029817780231916
78," MLPClassifier-(50,)-relu-0.0001-200", 0.6403162055335968, 0.634452358026767, 0.581981981981982, 0.5915750915750916, 0.5867393278837422
79," MLPClassifier-(50,)-relu-0.0001-500", 0.449802371541502, 0.5060791086521267, 0.4348958333333333, 0.9175824175824175, 0.5901060070671378
80," MLPClassifier-(50,)-relu-0.0001-1000", 0.42371541501976284, 0.4802661409059184, 0.42105263157894735, 0.8937728937728938, 0.5724340175953079
81," MLPClassifier-(50,)-relu-0.001-200", 0.42213438735177866, 0.4821804296769526, 0.42233417296389586, 0.9212454212454212, 0.5791594703511802
82," MLPClassifier-(50,)-relu-0.001-500", 0.4482213438735178, 0.5141629348861616, 0.43870967741935485, 0.9963369963369964, 0.6091825307950728
83," MLPClassifier-(50,)-relu-0.001-1000", 0.4442687747035573, 0.5029739615970492, 0.43319148936170215, 0.9322344322344323, 0.5915165601394539
84," MLPClassifier-(50,)-relu-0.01-200", 0.5541501976284585, 0.494092833453056, 0.38461538461538464, 0.054945054945054944, 0.09615384615384616
85," MLPClassifier-(50,)-relu-0.01-500", 0.4300395256916996, 0.4964057731790694, 0.429831595829992, 0.9816849816849816, 0.5978806469604016
86," MLPClassifier-(50,)-relu-0.01-1000", 0.4023715415019763, 0.4401170225231422, 0.3941532258064516, 0.7161172161172161, 0.5084525357607282
87," MLPClassifier-(50,)-tanh-0.0001-200", 0.5944664031620553, 0.5731862018371059, 0.5390070921985816, 0.4175824175824176, 0.4705882352941177
88," MLPClassifier-(50,)-tanh-0.0001-500", 0.46956521739130436, 0.47631147248671585, 0.4105865522174535, 0.5256410256410257, 0.4610441767068273
89," MLPClassifier-(50,)-tanh-0.0001-1000", 0.5612648221343873, 0.5102668541472435, 0.4716981132075472, 0.13736263736263737, 0.21276595744680848
90," MLPClassifier-(50,)-tanh-0.001-200", 0.6395256916996047, 0.635740013347802, 0.578397212543554, 0.608058608058608, 0.5928571428571429
91," MLPClassifier-(50,)-tanh-0.001-500", 0.6055335968379446, 0.5818202428077254, 0.5588972431077694, 0.4084249084249084, 0.47195767195767196
92," MLPClassifier-(50,)-tanh-0.001-1000", 0.5936758893280633, 0.591660425805071, 0.5267558528428093, 0.5769230769230769, 0.5506993006993006
93," MLPClassifier-(50,)-tanh-0.01-200", 0.5470355731225296, 0.5422582748730176, 0.47676419965576594, 0.5073260073260073, 0.4915705412599823
94," MLPClassifier-(50,)-tanh-0.01-500", 0.5992094861660079, 0.5720704886212535, 0.5528455284552846, 0.37362637362637363, 0.4459016393442623
95," MLPClassifier-(50,)-tanh-0.01-1000", 0.5383399209486166, 0.5493715834466877, 0.4738292011019284, 0.63003663003663, 0.5408805031446542
96," MLPClassifier-(100,)-relu-0.0001-200", 0.4316205533596838, 0.43544019726217226, 0.37260677466863035, 0.4633699633699634, 0.41306122448979593
97," MLPClassifier-(100,)-relu-0.0001-500", 0.43557312252964425, 0.4851887796950384, 0.42321755027422303, 0.847985347985348, 0.5646341463414635
98," MLPClassifier-(100,)-relu-0.0001-1000", 0.45138339920948617, 0.5162835541834151, 0.4398373983739837, 0.9908424908424909, 0.6092342342342342
99," MLPClassifier-(100,)-relu-0.001-200", 0.6071146245059289, 0.58321106339187, 0.5617128463476071, 0.4084249084249084, 0.4729586426299046
100," MLPClassifier-(100,)-relu-0.001-500", 0.5739130434782609, 0.5161052438521145, 0.5368421052631579, 0.09340659340659341, 0.15912636505460218
101," MLPClassifier-(100,)-relu-0.001-1000", 0.5146245059288538, 0.5512043589234131, 0.46465696465696466, 0.8186813186813187, 0.5928381962864722
102," MLPClassifier-(100,)-relu-0.01-200", 0.6015810276679842, 0.62747915042769, 0.5247058823529411, 0.8168498168498168, 0.6389684813753581
103," MLPClassifier-(100,)-relu-0.01-500", 0.4308300395256917, 0.46889758364028183, 0.4121212121212121, 0.7472527472527473, 0.53125
104," MLPClassifier-(100,)-relu-0.01-1000", 0.5810276679841897, 0.6047713297365592, 0.5095923261390888, 0.7783882783882784, 0.6159420289855073
105," MLPClassifier-(100,)-tanh-0.0001-200", 0.5857707509881422, 0.5648756667532745, 0.5257009345794392, 0.41208791208791207, 0.4620123203285421
106," MLPClassifier-(100,)-tanh-0.0001-500", 0.6181818181818182, 0.6099130355041343, 0.5586592178770949, 0.5494505494505495, 0.554016620498615
107," MLPClassifier-(100,)-tanh-0.0001-1000", 0.6023715415019762, 0.5832250734893294, 0.5487528344671202, 0.4432234432234432, 0.49037487335359675
108," MLPClassifier-(100,)-tanh-0.001-200", 0.5786561264822134, 0.5458372179512653, 0.5202492211838006, 0.3058608058608059, 0.3852364475201846
109," MLPClassifier-(100,)-tanh-0.001-500", 0.5652173913043478, 0.5866766520452196, 0.49754901960784315, 0.7435897435897436, 0.5961820851688693
110," MLPClassifier-(100,)-tanh-0.001-1000", 0.5920948616600791, 0.5885068802314978, 0.5256849315068494, 0.5622710622710623, 0.5433628318584072
111," MLPClassifier-(100,)-tanh-0.01-200", 0.5739130434782609, 0.5379189655962952, 0.5119453924914675, 0.27472527472527475, 0.3575685339690108
112," MLPClassifier-(100,)-tanh-0.01-500", 0.5968379446640316, 0.5682215327556078, 0.550561797752809, 0.358974358974359, 0.43458980044345896
113," MLPClassifier-(100,)-tanh-0.01-1000", 0.566798418972332, 0.522626307396822, 0.4954545454545455, 0.19963369963369965, 0.2845953002610966
114," MLPClassifier-(50, 50)-relu-0.0001-200", 0.5660079051383399, 0.5113545471681772, 0.488, 0.11172161172161173, 0.18181818181818182
115," MLPClassifier-(50, 50)-relu-0.0001-500", 0.5707509881422925, 0.6184260801785142, 0.5014245014245015, 0.967032967032967, 0.6604127579737337
116," MLPClassifier-(50, 50)-relu-0.0001-1000", 0.5699604743083004, 0.5130688736391101, 0.5096153846153846, 0.09706959706959707, 0.1630769230769231
117," MLPClassifier-(50, 50)-relu-0.001-200", 0.5873517786561265, 0.5854361215974568, 0.52, 0.5714285714285714, 0.5445026178010471
118," MLPClassifier-(50, 50)-relu-0.001-500", 0.5770750988142292, 0.5422429911303346, 0.5181518151815182, 0.2875457875457875, 0.36984687868080096
119," MLPClassifier-(50, 50)-relu-0.001-1000", 0.6221343873517786, 0.6125087244697814, 0.5648854961832062, 0.5421245421245421, 0.553271028037383
120," MLPClassifier-(50, 50)-relu-0.01-200", 0.5359683794466403, 0.5655736243357941, 0.4770949720670391, 0.782051282051282, 0.5926439972241498
121," MLPClassifier-(50, 50)-relu-0.01-500", 0.5691699604743083, 0.5275769663808607, 0.5020576131687243, 0.22344322344322345, 0.30925221799746516
122," MLPClassifier-(50, 50)-relu-0.01-1000", 0.4205533596837945, 0.464484402940592, 0.4105263157894737, 0.7857142857142857, 0.5392834695160276
123," MLPClassifier-(50, 50)-tanh-0.0001-200", 0.574703557312253, 0.5401567602541176, 0.5130718954248366, 0.2875457875457875, 0.3685446009389671
124," MLPClassifier-(50, 50)-tanh-0.0001-500", 0.5928853754940712, 0.5803886655764264, 0.5308151093439364, 0.489010989010989, 0.5090562440419446
125," MLPClassifier-(50, 50)-tanh-0.0001-1000", 0.4806324110671937, 0.5340814725376617, 0.4504906333630687, 0.924908424908425, 0.605878824235153
126," MLPClassifier-(50, 50)-tanh-0.001-200", 0.6007905138339921, 0.5796308466683988, 0.5484633569739953, 0.4249084249084249, 0.478844169246646
127," MLPClassifier-(50, 50)-tanh-0.001-500", 0.5810276679841897, 0.5468217457090893, 0.525974025974026, 0.2967032967032967, 0.3793911007025761
128," MLPClassifier-(50, 50)-tanh-0.001-1000", 0.5968379446640316, 0.5992895606942895, 0.5282131661442007, 0.6172161172161172, 0.5692567567567568
129," MLPClassifier-(50, 50)-tanh-0.01-200", 0.5762845849802372, 0.5428696245803339, 0.5158227848101266, 0.29853479853479853, 0.37819025522041766
130," MLPClassifier-(50, 50)-tanh-0.01-500", 0.6252964426877471, 0.609781850046106, 0.5765957446808511, 0.49633699633699635, 0.5334645669291339
131," MLPClassifier-(50, 50)-tanh-0.01-1000", 0.6055335968379446, 0.5827016053024399, 0.5577395577395577, 0.4157509157509158, 0.47639034627492133
132, GradientBoostingClassifier-10-0.1, 0.6719367588932806, 0.6953198632614488, 0.5803680981595092, 0.8663003663003663, 0.6950771491550329
133, GradientBoostingClassifier-10-0.5, 0.6561264822134387, 0.6787675699358593, 0.5684340320591862, 0.8443223443223443, 0.6794399410464259
134, GradientBoostingClassifier-10-1.0, 0.675098814229249, 0.6941353732035234, 0.5870967741935483, 0.8333333333333334, 0.6888720666161998
135, GradientBoostingClassifier-10-2.0, 0.6339920948616601, 0.6465163255844758, 0.5573997233748271, 0.7380952380952381, 0.6351457840819543
136, GradientBoostingClassifier-100-0.1, 0.6988142292490118, 0.7251333506549082, 0.5985663082437276, 0.9175824175824175, 0.7245119305856832
137, GradientBoostingClassifier-100-0.5, 0.6861660079051384, 0.7126847422396796, 0.5885850178359097, 0.9065934065934066, 0.7137707281903388
138, GradientBoostingClassifier-100-1.0, 0.6980237154150197, 0.7242175997391573, 0.5980861244019139, 0.9157509157509157, 0.7235890014471781
139, GradientBoostingClassifier-100-2.0, 0.6292490118577075, 0.6412421607136489, 0.5535465924895688, 0.7289377289377289, 0.6292490118577074
140, GradientBoostingClassifier-200-0.1, 0.6964426877470355, 0.7234878010260484, 0.5959715639810427, 0.9212454212454212, 0.7237410071942446
141, GradientBoostingClassifier-200-0.5, 0.6988142292490118, 0.7233706256654796, 0.6004872107186358, 0.9029304029304029, 0.7212874908558888
142, GradientBoostingClassifier-200-1.0, 0.7122529644268775, 0.7356332818780662, 0.6126237623762376, 0.9065934065934066, 0.7311669128508124
143, GradientBoostingClassifier-200-2.0, 0.6268774703557313, 0.6358508204822529, 0.5534682080924855, 0.7014652014652014, 0.6187399030694668
